ct,GEOID,svi_ptile,transit_ptile,asthmavalue,PTRAF,PTRAF_bycensus,No_of_Stops,PTover45m_pct,,,,,,,,,,,,,,,
24510151100,245101511001,0.599,0.600924499,0.12,728.4656485,1109,26,34.54,,,,,,,,,,,,,,,
24510151100,245101511002,0.599,0.600924499,0.12,1386.486869,1109.170451,26,34.54,,,,,,,,,,,,,,,
24510151100,245101511003,0.599,0.600924499,0.12,1342.862889,1109.170451,26,34.54,,,,,,,,,,,,,,,
24510151100,245101511004,0.599,0.600924499,0.12,1924.910001,1109.170451,26,34.54,,,,,,,,,,,,,,,
24510151100,245101511005,0.599,0.600924499,0.12,449.6424479,1109.170451,26,34.54,,,,,,,,,,,,,,,
24510151100,245101511006,0.599,0.600924499,0.12,822.6548506,1109.170451,26,34.54,,,,,,,,,,,,,,,
24510151200,245101512001,0.9137,0.422187982,0.135,470.7164588,831.8320341,26,30.25,,,,,,,,,,,,,,,
24510151200,245101512002,0.9137,0.422187982,0.135,1292.552548,831.8320341,26,30.25,,,,,,,,,,,,,,,
24510151200,245101512003,0.9137,0.422187982,0.135,743.7513887,831.8320341,26,30.25,,,,,,,,,,,,,,,
24510151200,245101512004,0.9137,0.422187982,0.135,1150.22489,831.8320341,26,30.25,,,,,,,,,,,,,,,
24510151200,245101512005,0.9137,0.422187982,0.135,501.9148848,831.8320341,26,30.25,,,,,,,,,,,,,,,
24510151300,245101513001,0.9289,0.969183359,0.137,879.8639082,1211.486214,22,70.09,,,,,,,,,,,,,,,
24510151300,245101513002,0.9289,0.969183359,0.137,510.242417,1211.486214,22,70.09,,,,,,,,,,,,,,,
24510151300,245101513003,0.9289,0.969183359,0.137,1332.458753,1211.486214,22,70.09,,,,,,,,,,,,,,,
24510151300,245101513004,0.9289,0.969183359,0.137,1556.086,1211.486214,22,70.09,,,,,,,,,,,,,,,
24510151300,245101513005,0.9289,0.969183359,0.137,1778.779993,1211.486214,22,70.09,,,,,,,,,,,,,,,
24510160100,245101601001,0.6447,0.653312789,0.131,107.4608255,421.8285548,11,83.76,,,,,,,,,,,,,,,
24510160100,245101601002,0.6447,0.653312789,0.131,94.18404479,421.8285548,11,83.76,,,,,,,,,,,,,,,
24510160100,245101601003,0.6447,0.653312789,0.131,892.6091456,421.8285548,11,83.76,,,,,,,,,,,,,,,
24510160100,245101601004,0.6447,0.653312789,0.131,593.0602034,421.8285548,11,83.76,,,,,,,,,,,,,,,
24510160200,245101602001,0.9442,0.217257319,0.137,245.639503,451.5929677,20,51.59,,,,,,,,,,,,,,,
24510160200,245101602002,0.9442,0.217257319,0.137,377.901292,451.5929677,20,51.59,,,,,,,,,,,,,,,
24510160200,245101602003,0.9442,0.217257319,0.137,731.2381082,451.5929677,20,51.59,,,,,,,,,,,,,,,
24510160300,245101603001,0.9645,0.747303544,0.14,875.1663118,1222.435277,5,65.22,,,,,,,,,,,,,,,
24510160300,245101603002,0.9645,0.747303544,0.14,1569.704243,1222.435277,5,65.22,,,,,,,,,,,,,,,
24510160400,245101604001,0.797,0.859784284,0.133,636.784211,1037.840616,5,79.4,,,,,,,,,,,,,,,
24510160400,245101604002,0.797,0.859784284,0.133,875.9044082,1037.840616,5,79.4,,,,,,,,,,,,,,,
24510160400,245101604003,0.797,0.859784284,0.133,887.0228081,1037.840616,5,79.4,,,,,,,,,,,,,,,
24510160400,245101604004,0.797,0.859784284,0.133,1751.651038,1037.840616,5,79.4,,,,,,,,,,,,,,,
24510160500,245101605001,0.6091,0.870570108,0.13,50.78408837,539.863302,17,79.17,,,,,,,,,,,,,,,
24510160500,245101605002,0.6091,0.870570108,0.13,474.9724528,539.863302,17,79.17,,,,,,,,,,,,,,,
24510160500,245101605003,0.6091,0.870570108,0.13,1496.238168,539.863302,17,79.17,,,,,,,,,,,,,,,
24510160500,245101605004,0.6091,0.870570108,0.13,544.5263084,539.863302,17,79.17,,,,,,,,,,,,,,,
24510160500,245101605005,0.6091,0.870570108,0.13,132.7954924,539.863302,17,79.17,,,,,,,,,,,,,,,
24510160600,245101606001,0.7208,0.677966102,0.13,830.9828154,1334.993569,14,66.21,,,,,,,,,,,,,,,
24510160600,245101606002,0.7208,0.677966102,0.13,242.1680101,1334.993569,14,66.21,,,,,,,,,,,,,,,
24510160600,245101606003,0.7208,0.677966102,0.13,1493.395117,1334.993569,14,66.21,,,,,,,,,,,,,,,
24510160600,245101606004,0.7208,0.677966102,0.13,1452.346004,1334.993569,14,66.21,,,,,,,,,,,,,,,
24510160600,245101606005,0.7208,0.677966102,0.13,2656.075897,1334.993569,14,66.21,,,,,,,,,,,,,,,
24510160700,245101607001,0.6345,0.910631741,0.131,164.5120056,510.7283285,11,61.34,,,,,,,,,,,,,,,
24510160700,245101607002,0.6345,0.910631741,0.131,23.33285646,510.7283285,11,61.34,,,,,,,,,,,,,,,
24510160700,245101607003,0.6345,0.910631741,0.131,133.9817968,510.7283285,11,61.34,,,,,,,,,,,,,,,
24510160700,245101607004,0.6345,0.910631741,0.131,794.4994884,510.7283285,11,61.34,,,,,,,,,,,,,,,
24510160700,245101607005,0.6345,0.910631741,0.131,299.2082216,510.7283285,11,61.34,,,,,,,,,,,,,,,
24510160700,245101607006,0.6345,0.910631741,0.131,828.0111417,510.7283285,11,61.34,,,,,,,,,,,,,,,
24510160700,245101607007,0.6345,0.910631741,0.131,1331.552789,510.7283285,11,61.34,,,,,,,,,,,,,,,
24510160801,245101608011,0.3198,0.927580894,0.123,12.67068337,613.0628178,12,53.03,,,,,,,,,,,,,,,
24510160801,245101608012,0.3198,0.927580894,0.123,112.1225639,613.0628178,12,53.03,,,,,,,,,,,,,,,
24510160801,245101608013,0.3198,0.927580894,0.123,606.8362408,613.0628178,12,53.03,,,,,,,,,,,,,,,
24510160801,245101608014,0.3198,0.927580894,0.123,1720.621783,613.0628178,12,53.03,,,,,,,,,,,,,,,
24510160802,245101608021,0.6396,0.993836672,0.125,2046.101695,1840.779585,5,73.29,,,,,,,,,,,,,,,
24510160802,245101608022,0.6396,0.993836672,0.125,2899.930117,1840.779585,5,73.29,,,,,,,,,,,,,,,
24510160802,245101608023,0.6396,0.993836672,0.125,576.3069441,1840.779585,5,73.29,,,,,,,,,,,,,,,
24510170100,245101701001,0.4721,0.061633282,0.12,4570.80324,4967.700862,16,44.02,,,,,,,,,,,,,,,
24510170100,245101701002,0.4721,0.061633282,0.12,5364.598484,4967.700862,16,44.02,,,,,,,,,,,,,,,
24510170200,245101702001,0.9492,0.374422188,0.139,2434.636817,1804.348782,20,58.52,,,,,,,,,,,,,,,
24510170200,245101702002,0.9492,0.374422188,0.139,941.530918,1804.348782,20,58.52,,,,,,,,,,,,,,,
24510170200,245101702003,0.9492,0.374422188,0.139,2036.878612,1804.348782,20,58.52,,,,,,,,,,,,,,,
24510170300,245101703001,0.5482,0.209553159,0.131,721.7808038,2006.961809,4,43.24,,,,,,,,,,,,,,,
24510170300,245101703002,0.5482,0.209553159,0.131,3292.142814,2006.961809,4,43.24,,,,,,,,,,,,,,,
24510180100,245101801001,0.9898,0.228043143,0.156,4316.332733,3426.209322,13,41.42,,,,,,,,,,,,,,,
24510180100,245101801002,0.9898,0.228043143,0.156,2536.08591,3426.209322,13,41.42,,,,,,,,,,,,,,,
24510180200,245101802001,0.9594,0.175654854,0.132,1414.989393,1245.02108,9,41.94,,,,,,,,,,,,,,,
24510180200,245101802002,0.9594,0.175654854,0.132,1075.052766,1245.02108,9,41.94,,,,,,,,,,,,,,,
24510180300,245101803001,0.1472,0.206471495,0.109,3367.813765,3455.242413,8,69.06,,,,,,,,,,,,,,,
24510180300,245101803002,0.1472,0.206471495,0.109,3542.671061,3455.242413,8,69.06,,,,,,,,,,,,,,,
24510190100,245101901001,0.9949,0.576271186,0.137,2105.182841,1633.973817,7,41.57,,,,,,,,,,,,,,,
24510190100,245101901002,0.9949,0.576271186,0.137,1191.39036,1633.973817,7,41.57,,,,,,,,,,,,,,,
24510190100,245101901003,0.9949,0.576271186,0.137,1605.348251,1633.973817,7,41.57,,,,,,,,,,,,,,,
24510190200,245101902001,0.5381,0.340523883,0.12,2180.50345,1714.516918,7,58.46,,,,,,,,,,,,,,,
24510190200,245101902002,0.5381,0.340523883,0.12,1248.530386,1714.516918,7,58.46,,,,,,,,,,,,,,,
24510190300,245101903001,0.9746,0.51155624,0.125,2711.611609,1852,9,51.24,,,,,,,,,,,,,,,
24510190300,245101903002,0.9746,0.51155624,0.125,1731.962283,1852,9,51.24,,,,,,,,,,,,,,,
24510190300,245101903003,0.9746,0.51155624,0.125,1545.154738,1852,9,51.24,,,,,,,,,,,,,,,
24510190300,245101903004,0.9746,0.51155624,0.125,1421.01824,1852.436718,9,51.24,,,,,,,,,,,,,,,
24510200100,245102001001,0.7462,0.795069337,0.136,2016.061238,1758.354876,5,53.82,,,,,,,,,,,,,,,
24510200100,245102001002,0.7462,0.795069337,0.136,1500.648514,1758.354876,5,53.82,,,,,,,,,,,,,,,
24510200200,245102002001,0.5939,0.543913713,0.131,1514.056082,824.0135759,17,82.84,,,,,,,,,,,,,,,
24510200200,245102002002,0.5939,0.543913713,0.131,627.6620896,824.0135759,17,82.84,,,,,,,,,,,,,,,
24510200200,245102002003,0.5939,0.543913713,0.131,457.6506398,824.0135759,17,82.84,,,,,,,,,,,,,,,
24510200200,245102002004,0.5939,0.543913713,0.131,211.5552589,824.0135759,17,82.84,,,,,,,,,,,,,,,
24510200200,245102002005,0.5939,0.543913713,0.131,1309.143809,824.0135759,17,82.84,,,,,,,,,,,,,,,
24510200300,245102003001,0.9543,0.724191063,0.136,959.1368703,1192.288762,11,75.58,,,,,,,,,,,,,,,
24510200300,245102003002,0.9543,0.724191063,0.136,1425.440654,1192.288762,11,75.58,,,,,,,,,,,,,,,
24510200400,245102004001,0.7919,0.517719569,0.142,368.9918311,359.5146637,11,27.56,,,,,,,,,,,,,,,
24510200400,245102004002,0.7919,0.517719569,0.142,350.0374963,359.5146637,11,27.56,,,,,,,,,,,,,,,
24510200500,245102005001,0.7563,0.784283513,0.134,629.3284265,773.837015,12,49.24,,,,,,,,,,,,,,,
24510200500,245102005002,0.7563,0.784283513,0.134,586.3200081,773.837015,12,49.24,,,,,,,,,,,,,,,
24510200500,245102005003,0.7563,0.784283513,0.134,1087.357515,773.837015,12,49.24,,,,,,,,,,,,,,,
24510200500,245102005004,0.7563,0.784283513,0.134,745.3742952,773.837015,12,49.24,,,,,,,,,,,,,,,
24510200500,245102005005,0.7563,0.784283513,0.134,820.8048301,773.837015,12,49.24,,,,,,,,,,,,,,,
24510200600,245102006001,0.5787,0.161787365,0.123,927.3012076,1287.265761,20,31.34,,,,,,,,,,,,,,,
24510200600,245102006002,0.5787,0.161787365,0.123,1789.070904,1287.265761,20,31.34,,,,,,,,,,,,,,,
24510200600,245102006003,0.5787,0.161787365,0.123,1145.425171,1287.265761,20,31.34,,,,,,,,,,,,,,,
24510200701,245102007011,0.8731,0.352850539,0.13,3221.494001,1892,19,52.78,,,,,,,,,,,,,,,
24510200701,245102007012,0.8731,0.352850539,0.13,1669.680692,1891.739732,19,52.78,,,,,,,,,,,,,,,
24510200701,245102007013,0.8731,0.352850539,0.13,1041.049092,1891.739732,19,52.78,,,,,,,,,,,,,,,
24510200701,245102007014,0.8731,0.352850539,0.13,1229.917195,1891.739732,19,52.78,,,,,,,,,,,,,,,
24510200701,245102007015,0.8731,0.352850539,0.13,2296.557682,1891.739732,19,52.78,,,,,,,,,,,,,,,
24510200702,245102007021,0.4162,0.619414484,0.134,1494.539687,908.7824149,6,32.95,,,,,,,,,,,,,,,
24510200702,245102007022,0.4162,0.619414484,0.134,323.0251427,908.7824149,6,32.95,,,,,,,,,,,,,,,
24510200800,245102008001,0.7259,0.183359014,0.125,483.8989959,507.9212573,15,7.89,,,,,,,,,,,,,,,
24510200800,245102008002,0.7259,0.183359014,0.125,452.0049889,507.9212573,15,7.89,,,,,,,,,,,,,,,
24510200800,245102008003,0.7259,0.183359014,0.125,587.859787,507.9212573,15,7.89,,,,,,,,,,,,,,,
24510210100,245102101001,0.3959,0.237288136,0.108,1820.59778,2804.180675,12,54.25,,,,,,,,,,,,,,,
24510210100,245102101002,0.3959,0.237288136,0.108,3787.76357,2804.180675,12,54.25,,,,,,,,,,,,,,,
24510210200,245102102001,0.5584,0.11248074,0.115,588.8434949,1045.83287,29,42.43,,,,,,,,,,,,,,,
24510210200,245102102002,0.5584,0.11248074,0.115,1502.822245,1045.83287,29,42.43,,,,,,,,,,,,,,,
24510220100,245102201001,0.1523,0.018489985,0.088,8043.808816,4821.165926,28,57.71,,,,,,,,,,,,,,,
24510220100,245102201002,0.1523,0.018489985,0.088,6022.238291,4821.165926,28,57.71,,,,,,,,,,,,,,,
24510220100,245102201003,0.1523,0.018489985,0.088,1793.625486,4821.165926,28,57.71,,,,,,,,,,,,,,,
24510220100,245102201004,0.1523,0.018489985,0.088,3424.99111,4821.165926,28,57.71,,,,,,,,,,,,,,,
24510230100,245102301001,0.09137,0.18798151,0.096,3060.023288,3833.698179,3,70.27,,,,,,,,,,,,,,,
24510230100,245102301002,0.09137,0.18798151,0.096,4607.373069,3833.698179,3,70.27,,,,,,,,,,,,,,,
24510230200,245102302001,0.06599,0.046224961,0.085,1652.398035,1893.976498,10,7.89,,,,,,,,,,,,,,,
24510230200,245102302002,0.06599,0.046224961,0.085,2135.554961,1893.976498,10,7.89,,,,,,,,,,,,,,,
24510230300,245102303001,0.05584,0.040061633,0.082,7279.061071,5878.117345,9,18.68,,,,,,,,,,,,,,,
24510230300,245102303002,0.05584,0.040061633,0.082,4477.173619,5878.117345,9,18.68,,,,,,,,,,,,,,,
24510240100,245102401001,0.03553,0.2403698,0.083,421.0738237,677.2751127,9,53.95,,,,,,,,,,,,,,,
24510240100,245102401002,0.03553,0.2403698,0.083,933.4764017,677.2751127,9,53.95,,,,,,,,,,,,,,,
24510240200,245102402001,0.04061,0.043143297,0.08,280.6577439,232.5718717,12,52.99,,,,,,,,,,,,,,,
24510240200,245102402002,0.04061,0.043143297,0.08,184.4859994,232.5718717,12,52.99,,,,,,,,,,,,,,,
24510240300,245102403001,0.03046,0.07550077,0.082,814.4639196,590.7002217,1,35.23,,,,,,,,,,,,,,,
24510240300,245102403002,0.03046,0.07550077,0.082,413.7093633,590.7002217,1,35.23,,,,,,,,,,,,,,,
24510240300,245102403003,0.03046,0.07550077,0.082,543.9273822,590.7002217,1,35.23,,,,,,,,,,,,,,,
24510240400,245102404001,0.01015,0.1201849,0.086,1612.201164,2619.116667,6,62.62,,,,,,,,,,,,,,,
24510240400,245102404002,0.01015,0.1201849,0.086,4942.239355,2619.116667,6,62.62,,,,,,,,,,,,,,,
24510240400,245102404003,0.01015,0.1201849,0.086,1302.909482,2619.116667,6,62.62,,,,,,,,,,,,,,,
24510250101,245102501011,0.4822,0.448382126,0.122,434.7767972,326.5849263,9,53.46,,,,,,,,,,,,,,,
24510250101,245102501012,0.4822,0.448382126,0.122,218.3930554,326.5849263,9,53.46,,,,,,,,,,,,,,,
24510250102,245102501021,0.4467,0.332819723,0.123,426.8692721,241.5930672,12,21.57,,,,,,,,,,,,,,,
24510250102,245102501022,0.4467,0.332819723,0.123,56.31686224,241.5930672,12,21.57,,,,,,,,,,,,,,,
24510250103,245102501031,0.7005,0.429892142,0.11,1903.012919,1206.694159,21,47.69,,,,,,,,,,,,,,,
24510250103,245102501032,0.7005,0.429892142,0.11,1379.746094,1206.694159,21,47.69,,,,,,,,,,,,,,,
24510250103,245102501033,0.7005,0.429892142,0.11,802.0542425,1206.694159,21,47.69,,,,,,,,,,,,,,,
24510250103,245102501034,0.7005,0.429892142,0.11,741.96338,1206.694159,21,47.69,,,,,,,,,,,,,,,
24510250203,245102502031,0.5076,0.710323575,0.127,362.1435233,191.2945677,10,49.46,,,,,,,,,,,,,,,
24510250203,245102502032,0.5076,0.710323575,0.127,20.44561215,191.2945677,10,49.46,,,,,,,,,,,,,,,
24510250204,245102502041,0.8934,0.755007704,0.152,314.5024525,235.4024199,20,58.91,,,,,,,,,,,,,,,
24510250204,245102502042,0.8934,0.755007704,0.152,156.3023872,235.4024199,20,58.91,,,,,,,,,,,,,,,
24510250205,245102502051,0.5635,0.249614792,0.116,932.9326104,1071.024478,31,76.95,,,,,,,,,,,,,,,
24510250205,245102502052,0.5635,0.249614792,0.116,2717.121141,1071.024478,31,76.95,,,,,,,,,,,,,,,
24510250205,245102502053,0.5635,0.249614792,0.116,339.6535704,1071.024478,31,76.95,,,,,,,,,,,,,,,
24510250205,245102502054,0.5635,0.249614792,0.116,271.5935072,1071.024478,31,76.95,,,,,,,,,,,,,,,
24510250205,245102502055,0.5635,0.249614792,0.116,1093.821559,1071.024478,31,76.95,,,,,,,,,,,,,,,
24510250206,245102502061,0.09645,0.798151002,0.101,1880.127132,2083.905326,22,67.22,,,,,,,,,,,,,,,
24510250206,245102502062,0.09645,0.798151002,0.101,702.1819127,2083.905326,22,67.22,,,,,,,,,,,,,,,
24510250206,245102502063,0.09645,0.798151002,0.101,3669.406933,2083.905326,22,67.22,,,,,,,,,,,,,,,
24510250207,245102502071,0.9239,0.844375963,0.128,31.51527003,31.55615508,11,60.78,,,,,,,,,,,,,,,
24510250207,245102502072,0.9239,0.844375963,0.128,31.59704012,31.55615508,11,60.78,,,,,,,,,,,,,,,
24510250301,245102503011,0.8173,0.665639445,0.135,3484.033169,2797.308886,14,42.52,,,,,,,,,,,,,,,
24510250301,245102503012,0.8173,0.665639445,0.135,2110.584603,2797.308886,14,42.52,,,,,,,,,,,,,,,
24510250303,245102503031,0.6142,0.580893683,0.114,2280.198451,4311.556659,7,70.33,,,,,,,,,,,,,,,
24510250303,245102503032,0.6142,0.580893683,0.114,1491.427533,4311.556659,7,70.33,,,,,,,,,,,,,,,
24510250303,245102503033,0.6142,0.580893683,0.114,9163.043993,4311.556659,7,70.33,,,,,,,,,,,,,,,
24510250401,245102504011,0.6244,0.551617874,0.113,3444.437894,2548.137549,14,44.4,,,,,,,,,,,,,,,
24510250401,245102504012,0.6244,0.551617874,0.113,757.5945258,2548.137549,14,44.4,,,,,,,,,,,,,,,
24510250401,245102504013,0.6244,0.551617874,0.113,3442.380226,2548.137549,14,44.4,,,,,,,,,,,,,,,
24510250402,245102504021,0.665,0.921417565,0.12,415.7309192,206.8816258,10,66.01,,,,,,,,,,,,,,,
24510250402,245102504022,0.665,0.921417565,0.12,23.40431858,206.8816258,10,66.01,,,,,,,,,,,,,,,
24510250402,245102504023,0.665,0.921417565,0.12,28.09815872,206.8816258,10,66.01,,,,,,,,,,,,,,,
24510250402,245102504024,0.665,0.921417565,0.12,360.2931068,206.8816258,10,66.01,,,,,,,,,,,,,,,
24510250500,245102505001,0.6548,0.499229584,0.119,2258.317068,816.1414577,31,52.82,,,,,,,,,,,,,,,
24510250500,245102505002,0.6548,0.499229584,0.119,636.5313289,816.1414577,31,52.82,,,,,,,,,,,,,,,
24510250500,245102505003,0.6548,0.499229584,0.119,272.3929708,816.1414577,31,52.82,,,,,,,,,,,,,,,
24510250500,245102505004,0.6548,0.499229584,0.119,411.5159769,816.1414577,31,52.82,,,,,,,,,,,,,,,
24510250500,245102505005,0.6548,0.499229584,0.119,501.9499439,816.1414577,31,52.82,,,,,,,,,,,,,,,
24510250600,245102506001,NA,NA,NA,6723.366505,6723.366505,3,NA,,,,,,,,,,,,,,,
24510260101,245102601011,0.3807,0.816640986,0.109,679.7148744,294.5590347,12,78.18,,,,,,,,,,,,,,,
24510260101,245102601012,0.3807,0.816640986,0.109,203.4131156,294.5590347,12,78.18,,,,,,,,,,,,,,,
24510260101,245102601013,0.3807,0.816640986,0.109,75.28715044,294.5590347,12,78.18,,,,,,,,,,,,,,,
24510260101,245102601014,0.3807,0.816640986,0.109,148.4824954,294.5590347,12,78.18,,,,,,,,,,,,,,,
24510260101,245102601015,0.3807,0.816640986,0.109,365.8975378,294.5590347,12,78.18,,,,,,,,,,,,,,,
24510260102,245102601021,0.2284,0.685670262,0.12,148.0377365,204.7719996,12,61.06,,,,,,,,,,,,,,,
24510260102,245102601022,0.2284,0.685670262,0.12,83.50761731,204.7719996,12,61.06,,,,,,,,,,,,,,,
24510260102,245102601023,0.2284,0.685670262,0.12,140.6655685,204.7719996,12,61.06,,,,,,,,,,,,,,,
24510260102,245102601024,0.2284,0.685670262,0.12,228.3476857,204.7719996,12,61.06,,,,,,,,,,,,,,,
24510260102,245102601025,0.2284,0.685670262,0.12,423.3013901,204.7719996,12,61.06,,,,,,,,,,,,,,,
24510260201,245102602011,0.4975,0.243451464,0.116,663.1794934,720.1596063,22,62.36,,,,,,,,,,,,,,,
24510260201,245102602012,0.4975,0.243451464,0.116,284.7129762,720.1596063,22,62.36,,,,,,,,,,,,,,,
24510260201,245102602013,0.4975,0.243451464,0.116,1433.497255,720.1596063,22,62.36,,,,,,,,,,,,,,,
24510260201,245102602014,0.4975,0.243451464,0.116,499.2487007,720.1596063,22,62.36,,,,,,,,,,,,,,,
24510260202,245102602021,0.5736,0.537750385,0.124,1567.699201,1035.56301,17,87.2,,,,,,,,,,,,,,,
24510260202,245102602022,0.5736,0.537750385,0.124,1177.83611,1035.56301,17,87.2,,,,,,,,,,,,,,,
24510260202,245102602023,0.5736,0.537750385,0.124,428.6393848,1035.56301,17,87.2,,,,,,,,,,,,,,,
24510260202,245102602024,0.5736,0.537750385,0.124,968.0773436,1035.56301,17,87.2,,,,,,,,,,,,,,,
24510260203,245102602031,0.5127,0.329738059,0.123,1592.208996,1043.995618,20,53.3,,,,,,,,,,,,,,,
24510260203,245102602032,0.5127,0.329738059,0.123,495.7822407,1043.995618,20,53.3,,,,,,,,,,,,,,,
24510260301,245102603011,0.5431,0.593220339,0.127,806.7211,918.0445267,9,64.74,,,,,,,,,,,,,,,
24510260301,245102603012,0.5431,0.593220339,0.127,20.55340324,918.0445267,9,64.74,,,,,,,,,,,,,,,
24510260301,245102603013,0.5431,0.593220339,0.127,173.4441805,918.0445267,9,64.74,,,,,,,,,,,,,,,
24510260301,245102603014,0.5431,0.593220339,0.127,1291.565706,918.0445267,9,64.74,,,,,,,,,,,,,,,
24510260301,245102603015,0.5431,0.593220339,0.127,2297.938244,918.0445267,9,64.74,,,,,,,,,,,,,,,
24510260302,245102603021,0.731,0.765793529,0.131,716.5017635,1307.692629,11,82.82,,,,,,,,,,,,,,,
24510260302,245102603022,0.731,0.765793529,0.131,501.7407249,1307.692629,11,82.82,,,,,,,,,,,,,,,
24510260302,245102603023,0.731,0.765793529,0.131,1664.688384,1307.692629,11,82.82,,,,,,,,,,,,,,,
24510260302,245102603024,0.731,0.765793529,0.131,488.3002369,1307.692629,11,82.82,,,,,,,,,,,,,,,
24510260302,245102603025,0.731,0.765793529,0.131,2031.927452,1307.692629,11,82.82,,,,,,,,,,,,,,,
24510260302,245102603026,0.731,0.765793529,0.131,2442.99721,1307.692629,11,82.82,,,,,,,,,,,,,,,
24510260303,245102603031,0.5279,0.194144838,0.137,503.7164317,503.7164317,11,100,,,,,,,,,,,,,,,
24510260401,245102604011,0.8579,0.399075501,0.109,4358.744546,3382.717014,15,50.81,,,,,,,,,,,,,,,
24510260401,245102604012,0.8579,0.399075501,0.109,845.4962734,3382.717014,15,50.81,,,,,,,,,,,,,,,
24510260401,245102604013,0.8579,0.399075501,0.109,4943.910224,3382.717014,15,50.81,,,,,,,,,,,,,,,
24510260402,245102604021,0.8122,0.721109399,0.126,1735.343245,1531.399566,11,92,,,,,,,,,,,,,,,
24510260402,245102604022,0.8122,0.721109399,0.126,1327.455886,1531.399566,11,92,,,,,,,,,,,,,,,
24510260403,245102604031,0.401,0.955315871,0.126,1777.665232,5739.925141,13,70.99,,,,,,,,,,,,,,,
24510260403,245102604032,0.401,0.955315871,0.126,9702.18505,5739.925141,13,70.99,,,,,,,,,,,,,,,
24510260404,245102604041,0.6904,0.474576271,0.108,9830.291939,4435.007127,26,60.87,,,,,,,,,,,,,,,
24510260404,245102604042,0.6904,0.474576271,0.108,1755.828025,4435.007127,26,60.87,,,,,,,,,,,,,,,
24510260404,245102604043,0.6904,0.474576271,0.108,1718.901417,4435.007127,26,60.87,,,,,,,,,,,,,,,
24510260501,245102605011,0.6599,0.115562404,0.099,2574.292884,5827.209089,31,26.88,,,,,,,,,,,,,,,
24510260501,245102605012,0.6599,0.115562404,0.099,8737.227154,5827.209089,31,26.88,,,,,,,,,,,,,,,
24510260501,245102605013,0.6599,0.115562404,0.099,6170.10723,5827.209089,31,26.88,,,,,,,,,,,,,,,
24510260604,245102606041,0.802,0.394453005,0.124,1652.262166,1695.64711,6,53.33,,,,,,,,,,,,,,,
24510260604,245102606042,0.802,0.394453005,0.124,2822.526229,1695.64711,6,53.33,,,,,,,,,,,,,,,
24510260604,245102606043,0.802,0.394453005,0.124,612.1529339,1695.64711,6,53.33,,,,,,,,,,,,,,,
24510260605,245102606051,0.8376,0.297380586,0.112,1676.064368,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606052,0.8376,0.297380586,0.112,1017.558289,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606053,0.8376,0.297380586,0.112,2876.728826,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606054,0.8376,0.297380586,0.112,266.3252628,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606055,0.8376,0.297380586,0.112,1888.751853,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606056,0.8376,0.297380586,0.112,877.5711331,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260700,245102607001,0.3858,0.134052388,0.097,5023.416725,4541.468275,5,31.47,,,,,,,,,,,,,,,
24510260700,245102607002,0.3858,0.134052388,0.097,4059.519824,4541.468275,5,31.47,,,,,,,,,,,,,,,
24510260800,245102608001,0.533,0.674884438,0.102,1368.558584,1196.334139,5,78.91,,,,,,,,,,,,,,,
24510260800,245102608002,0.533,0.674884438,0.102,1024.109694,1196.334139,5,78.91,,,,,,,,,,,,,,,
24510260900,245102609001,0.1015,0.010785824,0.085,876.9365284,854.7834571,12,18.6,,,,,,,,,,,,,,,
24510260900,245102609002,0.1015,0.010785824,0.085,647.439981,854.7834571,12,18.6,,,,,,,,,,,,,,,
24510260900,245102609003,0.1015,0.010785824,0.085,1039.973862,854.7834571,12,18.6,,,,,,,,,,,,,,,
24510261000,245102610001,0.5888,0.291217257,0.108,2058.68125,1365.522944,11,66.89,,,,,,,,,,,,,,,
24510261000,245102610002,0.5888,0.291217257,0.108,1812.322716,1365.522944,11,66.89,,,,,,,,,,,,,,,
24510261000,245102610003,0.5888,0.291217257,0.108,930.3327332,1365.522944,11,66.89,,,,,,,,,,,,,,,
24510261000,245102610004,0.5888,0.291217257,0.108,660.7550778,1365.522944,11,66.89,,,,,,,,,,,,,,,
24510261100,245102611001,0,0.191063174,0.084,934.5444655,826.2413015,6,78.95,,,,,,,,,,,,,,,
24510261100,245102611002,0,0.191063174,0.084,717.9381374,826.2413015,6,78.95,,,,,,,,,,,,,,,
24510270101,245102701011,0.1777,0.852080123,0.106,744.4937278,766.694927,6,67.5,,,,,,,,,,,,,,,
24510270101,245102701012,0.1777,0.852080123,0.106,788.8961261,766.694927,6,67.5,,,,,,,,,,,,,,,
24510270102,245102701021,0.3756,0.88751926,0.115,262.4907006,712.4658067,11,95.27,,,,,,,,,,,,,,,
24510270102,245102701022,0.3756,0.88751926,0.115,790.4803021,712.4658067,11,95.27,,,,,,,,,,,,,,,
24510270102,245102701023,0.3756,0.88751926,0.115,1232.508493,712.4658067,11,95.27,,,,,,,,,,,,,,,
24510270102,245102701024,0.3756,0.88751926,0.115,564.3837309,712.4658067,11,95.27,,,,,,,,,,,,,,,
